1  6.47536  56.0836 42.2891  
4  19.2884  91.5607 63.1184  
8  24.6909  94.3867 71.3907  
16 26.4585  92.119  70.7255 
24 28.0429  102.355 72.3849  
36 30.7105  103.293 75.1961 


